analysis_set,magic_prefix,magic_prefix_trades,magic_prefix_pf,magic_prefix_trade_rate,grp_trades,grp_pf,grp_traderate,grp_winrate,grp_net_profit,variable_count,variables,grouping_sampledates
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,4,PD_trend=PD_red | dayBrokePDL=false | above_ONL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,2,PD_trend=PD_red | dayBrokePDL=false,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,4,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,4,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,3,PD_trend=PD_red | dayBrokePDL=false | above_dayLowSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,3,PD_trend=PD_red | dayBrokePDL=false | above_ONL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,3,PD_trend=PD_red | dayBrokePDL=false | above_PDL=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
full,10,12,0.49,70.0,6,999.0,30.0,100.0,2.48,3,PD_trend=PD_red | dayBrokePDL=false | below_dayHighSoFar=true,2026.01.05 03:37:02; 2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.14 02:48:19
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_RTHH=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_RTHH=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_RTHH=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDO=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDO=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_dayLowSoFar=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_RTHL=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | dayBrokePDL=false | below_dayHighSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_dayLowSoFar=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_dayLowSoFar=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_dayLowSoFar=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDL=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDL=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDL=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDL=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | above_PDL=true | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_dayHighSoFar=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_dayHighSoFar=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_dayHighSoFar=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_dayHighSoFar=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_dayHighSoFar=true | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | below_dayHighSoFar=true | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | dayBrokePDL=false | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | below_dayHighSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | below_dayHighSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDH=true | dayBrokePDL=false | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_RTHL=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_PDO=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_PDO=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,below_RTHH=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,below_RTHH=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_dayLowSoFar=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_dayLowSoFar=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_PDL=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,above_PDL=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,below_dayHighSoFar=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,below_dayHighSoFar=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDL=false | below_dayHighSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | dayBrokePDL=false | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | dayBrokePDL=false | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | dayBrokePDL=false | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | dayBrokePDL=false | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,openGap_info=gapUp_Day | dayBrokePDL=false | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | below_dayHighSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,dayBrokePDH=true | dayBrokePDL=false | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,above_PDO=true | above_RTHL=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | below_dayHighSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | dayBrokePDL=false | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,3,openGap_info=gapUp_Day | dayBrokePDH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,2,below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,2,above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,2,dayBrokePDL=false | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,2,dayBrokePDH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,2,openGap_info=gapUp_Day | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | below_dayHighSoFar=true | above_PDL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | below_dayHighSoFar=true | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | below_dayHighSoFar=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | below_dayHighSoFar=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | below_dayHighSoFar=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | below_dayHighSoFar=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | above_PDL=true | above_dayLowSoFar=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | above_PDL=true | below_RTHH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | above_PDL=true | above_PDO=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | above_PDL=true | above_RTHL=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
RTH-afterIB,10,6,0.61,40.0,4,999.0,20.0,100.0,2.01,4,dayBrokePDH=true | above_PDL=true | below_IBH=true | above_IBL=true,2026.01.05 16:37:05; 2026.01.05 17:18:43; 2026.01.05 18:26:11; 2026.01.13 17:27:11
